(W m-2),a no aerosol,b aerosol in SW,b aerosol in SW - a no aerosol
Outgoing longwave radiation,280.0899963378906,280.29998779296875,0.20999999344348907
Surface net upward,49.11000061035156,48.790000915527344,-0.3199999928474426
Atmosphere cooling,230.97999572753906,231.50999450683594,0.5299999713897705
