(W m-2),a no aerosol,b aerosol in SW,b aerosol in SW - a no aerosol
Outgoing longwave radiation,235.38999938964844,234.5399932861328,-0.8399999737739563
Surface net upward,35.47999954223633,32.900001525878906,-2.5799999237060547
Atmosphere cooling,199.91000366210938,201.64999389648438,1.7400000095367432
