(W m-2),a RRTMG,b CLIRAD,b CLIRAD - a RRTMG
Incoming solar radiation,37.27000045776367,36.77000045776367,-0.5
Surface net downward,20.920000076293945,21.489999771118164,0.5699999928474426
Atmosphere heating,16.350000381469727,15.279999732971191,-1.059999942779541
