(W m-2),a RRTMG,b CLIRAD,b CLIRAD - a RRTMG
Outgoing longwave radiation,211.80999755859375,226.64999389648438,14.84000015258789
Surface net upward,43.130001068115234,51.279998779296875,8.149999618530273
Atmosphere cooling,168.67999267578125,175.3699951171875,6.690000057220459
