(W m-2),a RRTMG,b CLIRAD,b CLIRAD - a RRTMG
Incoming solar radiation,391.760009765625,389.6499938964844,-2.119999885559082
Surface net downward,285.92999267578125,291.4599914550781,5.53000020980835
Atmosphere heating,105.83000183105469,98.19000244140625,-7.639999866485596
