(W m-2),a no aerosol,b aerosol,b aerosol - a no aerosol
Incoming solar radiation,391.989990234375,389.5,-2.490000009536743
Surface net downward,294.2900085449219,290.4800109863281,-3.809999942779541
Atmosphere heating,97.70999908447266,99.0199966430664,1.3200000524520874
