(W m-2),all RRTMG,rad CLIRAD,rad CLIRAD - all RRTMG
Outgoing longwave radiation,235.38999938964844,248.6699981689453,13.279999732971191
Surface net upward,35.47999954223633,34.130001068115234,-1.350000023841858
Atmosphere cooling,199.91000366210938,214.52999877929688,14.619999885559082
