(W m-2),a no aerosol,b aerosol,b aerosol - a no aerosol
Outgoing longwave radiation,235.38999938964844,235.32000732421875,-0.07000000029802322
Surface net upward,35.47999954223633,35.380001068115234,-0.09000000357627869
Atmosphere cooling,199.91000366210938,199.92999267578125,0.019999999552965164
