(W m-2),a RRTMG,b CLIRAD,b CLIRAD - a RRTMG
Outgoing longwave radiation,278.6499938964844,282.0799865722656,3.430000066757202
Surface net upward,46.869998931884766,43.9900016784668,-2.890000104904175
Atmosphere cooling,231.77000427246094,238.08999633789062,6.320000171661377
