(W m-2),a no aerosol,b aerosol,b aerosol - a no aerosol
Outgoing longwave radiation,282.69000244140625,282.69000244140625,0.0
Surface net upward,43.22999954223633,43.22999954223633,0.0
Atmosphere cooling,239.4600067138672,239.4600067138672,0.0
