(W m-2),a no aerosol,b aerosol in SW,b aerosol in SW - a no aerosol
Outgoing longwave radiation,280.17999267578125,281.1400146484375,0.9700000286102295
Surface net upward,47.439998626708984,49.13999938964844,1.7000000476837158
Atmosphere cooling,232.74000549316406,232.0,-0.7400000095367432
