(W m-2),a no aerosol,b aerosol,b aerosol - a no aerosol
Outgoing longwave radiation,279.25,279.1300048828125,-0.10999999940395355
Surface net upward,49.0099983215332,48.869998931884766,-0.14000000059604645
Atmosphere cooling,230.24000549316406,230.25999450683594,0.019999999552965164
