(W m-2),a no aerosol,b aerosol,b aerosol - a no aerosol
Incoming solar radiation,273.0400085449219,271.95001220703125,-1.090000033378601
Surface net downward,173.60000610351562,171.38999938964844,-2.2100000381469727
Atmosphere heating,99.44000244140625,100.55999755859375,1.1200000047683716
