(W m-2),a no aerosol,b aerosol in SW,b aerosol in SW - a no aerosol
Incoming solar radiation,391.5400085449219,389.2300109863281,-2.299999952316284
Surface net downward,295.82000732421875,292.05999755859375,-3.759999990463257
Atmosphere heating,95.70999908447266,97.16999816894531,1.4600000381469727
