(W m-2),a no aerosol,b aerosol in SW,b aerosol in SW - a no aerosol
Outgoing longwave radiation,234.17999267578125,237.49000549316406,3.309999942779541
Surface net upward,32.5099983215332,35.72999954223633,3.2100000381469727
Atmosphere cooling,201.6699981689453,201.77000427246094,0.10000000149011612
