(W m-2),a no aerosol,b aerosol in LW,b aerosol in LW - a no aerosol
Outgoing longwave radiation,235.38999938964844,234.92999267578125,-0.44999998807907104
Surface net upward,35.47999954223633,36.310001373291016,0.8399999737739563
Atmosphere cooling,199.91000366210938,198.6199951171875,-1.2899999618530273
