(W m-2),a no aerosol,b aerosol,b aerosol - a no aerosol
Incoming solar radiation,391.7699890136719,391.7699890136719,0.0
Surface net downward,294.9200134277344,294.9200134277344,0.0
Atmosphere heating,96.8499984741211,96.8499984741211,0.0
