(W m-2),a no aerosol,b aerosol,b aerosol - a no aerosol
Outgoing longwave radiation,247.66000366210938,247.35000610351562,-0.3100000023841858
Surface net upward,35.209999084472656,35.18000030517578,-0.029999999329447746
Atmosphere cooling,212.4499969482422,212.1699981689453,-0.2800000011920929
