(W m-2),a no aerosol,b aerosol,b aerosol - a no aerosol
Outgoing longwave radiation,282.7200012207031,282.32000732421875,-0.4000000059604645
Surface net upward,46.849998474121094,46.810001373291016,-0.03999999910593033
Atmosphere cooling,235.8699951171875,235.50999450683594,-0.36000001430511475
