(W m-2),a McICA,b MaxRand,b MaxRand - a McICA
Outgoing longwave radiation,211.80999755859375,209.6999969482422,-2.109999895095825
Surface net upward,43.130001068115234,38.900001525878906,-4.230000019073486
Atmosphere cooling,168.67999267578125,170.8000030517578,2.119999885559082
