(W m-2),a no aerosol,b aerosol,b aerosol - a no aerosol
Outgoing longwave radiation,235.00999450683594,234.92999267578125,-0.07999999821186066
Surface net upward,36.40999984741211,36.310001373291016,-0.10000000149011612
Atmosphere cooling,198.60000610351562,198.6199951171875,0.019999999552965164
