(W m-2),a RRTMG,b CLIRAD,b CLIRAD - a RRTMG
Outgoing longwave radiation,235.38999938964844,245.3300018310547,9.9399995803833
Surface net upward,35.47999954223633,33.2400016784668,-2.2300000190734863
Atmosphere cooling,199.91000366210938,212.0800018310547,12.170000076293945
