(W m-2),a RRTMG,b CLIRAD,b CLIRAD - a RRTMG
Outgoing longwave radiation,237.49000549316406,252.94000244140625,15.449999809265137
Surface net upward,35.72999954223633,34.34000015258789,-1.3799999952316284
Atmosphere cooling,201.77000427246094,218.58999633789062,16.829999923706055
