(W m-2),a no aerosol,b aerosol,b aerosol - a no aerosol
Outgoing longwave radiation,279.2799987792969,279.1600036621094,-0.11999999731779099
Surface net upward,49.5099983215332,49.369998931884766,-0.14000000059604645
Atmosphere cooling,229.77000427246094,229.7899932861328,0.019999999552965164
