(W m-2),a no aerosol,b aerosol,b aerosol - a no aerosol
Incoming solar radiation,0.38999998569488525,0.38999998569488525,-0.0
Surface net downward,0.28999999165534973,0.28999999165534973,-0.0
Atmosphere heating,0.10000000149011612,0.10999999940395355,0.0
