(W m-2),a no aerosol,b aerosol,b aerosol - a no aerosol
Outgoing longwave radiation,280.0400085449219,280.0400085449219,0.0
Surface net upward,48.599998474121094,48.599998474121094,0.0
Atmosphere cooling,231.42999267578125,231.42999267578125,0.0
