(W m-2),a no aerosol,b aerosol,b aerosol - a no aerosol
Outgoing longwave radiation,252.94000244140625,252.94000244140625,0.0
Surface net upward,34.34000015258789,34.34000015258789,0.0
Atmosphere cooling,218.58999633789062,218.58999633789062,0.0
