(W m-2),all RRTMG,rad CLIRAD,rad CLIRAD - all RRTMG
Outgoing longwave radiation,205.1199951171875,212.82000732421875,7.710000038146973
Surface net upward,57.29999923706055,65.58000183105469,8.279999732971191
Atmosphere cooling,147.80999755859375,147.24000549316406,-0.5799999833106995
