(W m-2),all RRTMG,rad CLIRAD,rad CLIRAD - all RRTMG
Outgoing longwave radiation,216.64999389648438,220.5399932861328,3.890000104904175
Surface net upward,75.48999786376953,79.5,4.010000228881836
Atmosphere cooling,141.1699981689453,141.0399932861328,-0.11999999731779099
