(W m-2),all RRTMG,rad CLIRAD,rad CLIRAD - all RRTMG
Incoming solar radiation,275.82000732421875,247.86000061035156,-27.959999084472656
Surface net downward,168.14999389648438,154.3699951171875,-13.779999732971191
Atmosphere heating,107.66000366210938,93.48999786376953,-14.180000305175781
