(W m-2),a McICA,b MaxRand,b MaxRand - a McICA
Outgoing longwave radiation,205.1199951171875,205.16000366210938,0.05000000074505806
Surface net upward,57.29999923706055,56.79999923706055,-0.5099999904632568
Atmosphere cooling,147.80999755859375,148.3699951171875,0.5600000023841858
