(W m-2),a RRTMG,b CLIRAD,b CLIRAD - a RRTMG
Outgoing longwave radiation,234.17999267578125,247.9600067138672,13.779999732971191
Surface net upward,32.5099983215332,30.920000076293945,-1.600000023841858
Atmosphere cooling,201.6699981689453,217.0399932861328,15.369999885559082
