(W m-2),a RRTMG,b CLIRAD,b CLIRAD - a RRTMG
Incoming solar radiation,393.7699890136719,389.6099853515625,-4.159999847412109
Surface net downward,288.8500061035156,290.3900146484375,1.5499999523162842
Atmosphere heating,104.93000030517578,99.20999908447266,-5.710000038146973
