(W m-2),a RRTMG,b CLIRAD,b CLIRAD - a RRTMG
Outgoing longwave radiation,280.0400085449219,283.4599914550781,3.4200000762939453
Surface net upward,48.599998474121094,45.790000915527344,-2.809999942779541
Atmosphere cooling,231.42999267578125,237.6699981689453,6.230000019073486
